URL,Clicks,Impressions,CTR,Position,"HTTP Code","Final URL","Has Error","Error Message",Title,Description,Canonical,Noindex,"Has Phone","Has Email","Has CTA","Has openContactSheet","Has Contact Form","Has Schema","Schema Types","Conversion Score",Recommendations
https://nrlc.ai/en-us/services/training/dallas/,0,11,0,38.55,200,https://nrlc.ai/en-us/services/training/dallas/,No,,"Local SEO Services in Dallas | NRLC.ai","Local SEO for Dallas businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/training/dallas/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/es-es/services/technical-seo/cambridge/,0,11,0,46.09,200,https://nrlc.ai/en-gb/services/local-seo-ai/cambridge/,No,,"Local SEO Services in Cambridge | NRLC.ai","Local SEO for Cambridge businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/cambridge/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/technical-seo/oldham/,0,11,0,49.27,200,https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,,"Local SEO Services in Oldham | NRLC.ai","Local SEO for Oldham businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-gb/services/chatgpt-optimization/london/,0,11,0,55.36,200,https://nrlc.ai/en-gb/services/local-seo-ai/london/,No,,"Local SEO Services in London | NRLC.ai","Local SEO for London businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/london/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/metadata-optimization-ai/detroit/,0,11,0,97.36,200,https://nrlc.ai/en-us/services/metadata-optimization-ai/detroit/,No,,"Local SEO Services in Detroit | NRLC.ai","Local SEO for Detroit businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/metadata-optimization-ai/detroit/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/de-de/services/voice-search-optimization/san-antonio/,0,10,0,5.6,200,https://nrlc.ai/en-us/services/voice-search-optimization/san-antonio/,No,,"Local SEO Services in San Antonio | NRLC.ai","Local SEO for San Antonio businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/voice-search-optimization/san-antonio/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/insights/geo16-introduction/,0,10,0,7.5,200,https://nrlc.ai/en-us/insights/geo16-introduction/,No,,"Geo16 Introduction: What Actually Works | NRLC.ai","A practical breakdown of Geo16 Introduction: What Actually Works | NRLC.ai, why it fails, and how to implement it correctly. If you want this done, call or email.",https://nrlc.ai/en-us/insights/geo16-introduction/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList",100,
https://nrlc.ai/de-de/services/mobile-seo-ai/chicago/,0,10,0,24.9,200,https://nrlc.ai/en-us/services/mobile-seo-ai/chicago/,No,,"Local SEO Services in Chicago | NRLC.ai","Local SEO for Chicago businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/mobile-seo-ai/chicago/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/intent-optimization-ai/singapore/,0,10,0,32.6,200,https://nrlc.ai/en-us/services/intent-optimization-ai/singapore/,No,,"Local SEO Services in Singapore | NRLC.ai","Local SEO for Singapore businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/intent-optimization-ai/singapore/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/agentic-seo/indianapolis/,0,10,0,47.6,200,https://nrlc.ai/en-us/services/agentic-seo/indianapolis/,No,,"Local SEO Services in Indianapolis | NRLC.ai","Local SEO for Indianapolis businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/agentic-seo/indianapolis/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/technical-seo/chicago/,0,10,0,59.8,200,https://nrlc.ai/en-us/services/technical-seo/chicago/,No,,"Local SEO Services in Chicago | NRLC.ai","Local SEO for Chicago businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/technical-seo/chicago/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/generative-seo/bristol/,0,10,0,68.6,200,https://nrlc.ai/en-gb/services/local-seo-ai/bristol/,No,,"Local SEO Services in Bristol | NRLC.ai","Local SEO for Bristol businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/bristol/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/es-es/services/international-seo/oakland/,0,10,0,81,200,https://nrlc.ai/en-us/services/international-seo/oakland/,No,,"Local SEO Services in Oakland | NRLC.ai","Local SEO for Oakland businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/international-seo/oakland/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/generative-seo/halifax/,0,10,0,86.1,200,https://nrlc.ai/en-gb/services/local-seo-ai/halifax/,No,,"Local SEO Services in Halifax | NRLC.ai","Local SEO for Halifax businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/halifax/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/ranking-optimization-ai/baltimore/,0,9,0,29.56,200,https://nrlc.ai/en-us/services/ranking-optimization-ai/baltimore/,No,,"Local SEO Services in Baltimore | NRLC.ai","Local SEO for Baltimore businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/ranking-optimization-ai/baltimore/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-gb/services/conversion-optimization-ai/oklahoma-city/,0,9,0,40.67,200,https://nrlc.ai/en-us/services/conversion-optimization-ai/oklahoma-city/,No,,"Local SEO Services in Oklahoma City | NRLC.ai","Local SEO for Oklahoma City businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/conversion-optimization-ai/oklahoma-city/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/mobile-seo-ai/kansas-city/,0,9,0,40.78,200,https://nrlc.ai/en-us/services/mobile-seo-ai/kansas-city/,No,,"Local SEO Services in Kansas City | NRLC.ai","Local SEO for Kansas City businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/mobile-seo-ai/kansas-city/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/technical-seo/peterborough/,0,9,0,43.22,200,https://nrlc.ai/en-gb/services/local-seo-ai/peterborough/,No,,"Local SEO Services in Peterborough | NRLC.ai","Local SEO for Peterborough businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/peterborough/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/local-seo-ai/oldham/,0,9,0,48.67,200,https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,,"Local SEO Services in Oldham | NRLC.ai","Local SEO for Oldham businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/ranking-optimization-ai/austin/,0,9,0,65.89,200,https://nrlc.ai/en-us/services/ranking-optimization-ai/austin/,No,,"Local SEO Services in Austin | NRLC.ai","Local SEO for Austin businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/ranking-optimization-ai/austin/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/technical-seo/calgary/,0,9,0,76.22,200,https://nrlc.ai/en-us/services/technical-seo/calgary/,No,,"Local SEO Services in Calgary | NRLC.ai","Local SEO for Calgary businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/technical-seo/calgary/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/analytics/wolverhampton/,0,9,0,76.56,200,https://nrlc.ai/en-gb/services/local-seo-ai/wolverhampton/,No,,"Local SEO Services in Wolverhampton | NRLC.ai","Local SEO for Wolverhampton businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/wolverhampton/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/multimodal-seo-ai/middlesbrough/,0,9,0,76.56,200,https://nrlc.ai/en-gb/services/local-seo-ai/middlesbrough/,No,,"Local SEO Services in Middlesbrough | NRLC.ai","Local SEO for Middlesbrough businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/middlesbrough/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/conversational-seo-ai/singapore/,0,9,0,78.89,200,https://nrlc.ai/en-us/services/conversational-seo-ai/singapore/,No,,"Local SEO Services in Singapore | NRLC.ai","Local SEO for Singapore businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/conversational-seo-ai/singapore/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/es-es/services/b2b-seo-ai/singapore/,0,9,0,82.67,200,https://nrlc.ai/en-us/services/b2b-seo-ai/singapore/,No,,"Local SEO Services in Singapore | NRLC.ai","Local SEO for Singapore businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/b2b-seo-ai/singapore/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/voice-search-optimization/kelowna/,0,9,0,85.89,200,https://nrlc.ai/en-us/services/voice-search-optimization/kelowna/,No,,"Local SEO Services in Kelowna | NRLC.ai","Local SEO for Kelowna businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/voice-search-optimization/kelowna/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/llm-seeding/jacksonville/,0,9,0,97.78,200,https://nrlc.ai/en-us/services/llm-seeding/jacksonville/,No,,"Local SEO Services in Jacksonville | NRLC.ai","Local SEO for Jacksonville businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/llm-seeding/jacksonville/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/ai-search-optimization/kazo/,0,8,0,6.25,200,https://nrlc.ai/en-us/services/ai-search-optimization/kazo/,No,,"Local SEO Services in Kazo | NRLC.ai","Local SEO for Kazo businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/ai-search-optimization/kazo/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/competitor-analysis-ai/colorado-springs/,0,8,0,6.88,200,https://nrlc.ai/en-us/services/competitor-analysis-ai/colorado-springs/,No,,"Local SEO Services in Colorado Springs | NRLC.ai","Local SEO for Colorado Springs businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/competitor-analysis-ai/colorado-springs/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/conversion-optimization-ai/nashville/,0,8,0,15.5,200,https://nrlc.ai/en-us/services/conversion-optimization-ai/nashville/,No,,"Local SEO Services in Nashville | NRLC.ai","Local SEO for Nashville businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/conversion-optimization-ai/nashville/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/ko-kr/services/ai-search-optimization/bristol/,0,8,0,20.75,200,https://nrlc.ai/en-gb/services/local-seo-ai/bristol/,No,,"Local SEO Services in Bristol | NRLC.ai","Local SEO for Bristol businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/bristol/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/ko-kr/services/claude-optimization/san-francisco/,0,8,0,31.88,200,https://nrlc.ai/en-us/services/claude-optimization/san-francisco/,No,,"Local SEO Services in San Francisco | NRLC.ai","Local SEO for San Francisco businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/claude-optimization/san-francisco/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/analytics/charlotte/,0,8,0,32.75,200,https://nrlc.ai/en-us/services/analytics/charlotte/,No,,"Local SEO Services in Charlotte | NRLC.ai","Local SEO for Charlotte businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/analytics/charlotte/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/mobile-seo-ai/omaha/,0,8,0,35,200,https://nrlc.ai/en-us/services/mobile-seo-ai/omaha/,No,,"Local SEO Services in Omaha | NRLC.ai","Local SEO for Omaha businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/mobile-seo-ai/omaha/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/b2b-seo-ai/detroit/,0,8,0,38.62,200,https://nrlc.ai/en-us/services/b2b-seo-ai/detroit/,No,,"Local SEO Services in Detroit | NRLC.ai","Local SEO for Detroit businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/b2b-seo-ai/detroit/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/contextual-seo-ai/oldham/,0,8,0,50.75,200,https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,,"Local SEO Services in Oldham | NRLC.ai","Local SEO for Oldham businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-gb/services/generative-seo/hull/,0,8,0,54.38,200,https://nrlc.ai/en-gb/services/local-seo-ai/hull/,No,,"Local SEO Services in Hull | NRLC.ai","Local SEO for Hull businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/hull/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/training/norwich/,0,8,0,56.62,200,https://nrlc.ai/en-gb/services/local-seo-ai/norwich/,No,,"Local SEO Services in Norwich | NRLC.ai","Local SEO for Norwich businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/norwich/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/es-es/services/generative-seo/hull/,0,8,0,57.75,200,https://nrlc.ai/en-gb/services/local-seo-ai/hull/,No,,"Local SEO Services in Hull | NRLC.ai","Local SEO for Hull businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/hull/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/es-es/services/conversational-seo-ai/oldham/,0,8,0,61.88,200,https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,,"Local SEO Services in Oldham | NRLC.ai","Local SEO for Oldham businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/oldham/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/topic-modeling-ai/detroit/,0,8,0,64,200,https://nrlc.ai/en-us/services/topic-modeling-ai/detroit/,No,,"Local SEO Services in Detroit | NRLC.ai","Local SEO for Detroit businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/topic-modeling-ai/detroit/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/ko-kr/services/ai-citation-optimization/middlesbrough/,0,8,0,65.38,200,https://nrlc.ai/en-gb/services/local-seo-ai/middlesbrough/,No,,"Local SEO Services in Middlesbrough | NRLC.ai","Local SEO for Middlesbrough businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/middlesbrough/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/ai-overviews-optimization/omaha/,0,8,0,73.38,200,https://nrlc.ai/en-us/services/ai-overviews-optimization/omaha/,No,,"Local SEO Services in Omaha | NRLC.ai","Local SEO for Omaha businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/ai-overviews-optimization/omaha/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/agentic-seo/glasgow/,0,8,0,79.62,200,https://nrlc.ai/en-gb/services/local-seo-ai/glasgow/,No,,"Local SEO Services in Glasgow | NRLC.ai","Local SEO for Glasgow businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/glasgow/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/birmingham/,0,8,0,81.75,200,https://nrlc.ai/en-gb/services/local-seo-ai/birmingham/,No,,"Local SEO Services in Birmingham | NRLC.ai","Local SEO for Birmingham businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/birmingham/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/de-de/services/international-seo/belfast/,0,8,0,89.38,200,https://nrlc.ai/en-gb/services/local-seo-ai/belfast/,No,,"Local SEO Services in Belfast | NRLC.ai","Local SEO for Belfast businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/belfast/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/,0,7,0,4.14,200,https://nrlc.ai/en-us/services/,No,,"Technical SEO & AI Search Services | NRLC.ai","Professional technical SEO, structured data, and AI search optimization services. Built for sites that need real fixes, not tactics.",https://nrlc.ai/services/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, WebPage, Service",100,
https://nrlc.ai/services/authority-optimization-ai/detroit/,0,7,0,7,200,https://nrlc.ai/en-us/services/authority-optimization-ai/detroit/,No,,"Local SEO Services in Detroit | NRLC.ai","Local SEO for Detroit businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/authority-optimization-ai/detroit/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/generative-seo/san-diego/,0,7,0,7.43,200,https://nrlc.ai/en-us/services/generative-seo/san-diego/,No,,"Local SEO Services in San Diego | NRLC.ai","Local SEO for San Diego businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/generative-seo/san-diego/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/conversational-seo-ai/nashville/,0,7,0,15.71,200,https://nrlc.ai/en-us/services/conversational-seo-ai/nashville/,No,,"Local SEO Services in Nashville | NRLC.ai","Local SEO for Nashville businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/conversational-seo-ai/nashville/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/b2b-seo-ai/kansas-city/,0,7,0,16.43,200,https://nrlc.ai/en-us/services/b2b-seo-ai/kansas-city/,No,,"Local SEO Services in Kansas City | NRLC.ai","Local SEO for Kansas City businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/b2b-seo-ai/kansas-city/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/ottawa/,0,7,0,28.43,200,https://nrlc.ai/en-us/services/conversion-optimization-ai/ottawa/,No,,"Local SEO Services in Ottawa | NRLC.ai","Local SEO for Ottawa businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/conversion-optimization-ai/ottawa/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-gb/services/mobile-seo-ai/belfast/,0,7,0,34.43,200,https://nrlc.ai/en-gb/services/local-seo-ai/belfast/,No,,"Local SEO Services in Belfast | NRLC.ai","Local SEO for Belfast businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/belfast/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/featured-snippets-ai/leeds/,0,7,0,40.43,200,https://nrlc.ai/en-gb/services/local-seo-ai/leeds/,No,,"Local SEO Services in Leeds | NRLC.ai","Local SEO for Leeds businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/leeds/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/services/accuracy-optimization-ai/bristol/,0,7,0,46,200,https://nrlc.ai/en-gb/services/local-seo-ai/bristol/,No,,"Local SEO Services in Bristol | NRLC.ai","Local SEO for Bristol businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/bristol/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/agentic-seo/dallas/,0,7,0,48.43,200,https://nrlc.ai/en-us/services/agentic-seo/dallas/,No,,"Local SEO Services in Dallas | NRLC.ai","Local SEO for Dallas businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/agentic-seo/dallas/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/ko-kr/services/recommendation-ai/southport/,0,7,0,49.14,200,https://nrlc.ai/en-gb/services/local-seo-ai/southport/,No,,"Local SEO Services in Southport | NRLC.ai","Local SEO for Southport businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-gb/services/local-seo-ai/southport/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
https://nrlc.ai/en-us/services/ranking-optimization-ai/chicago/,0,7,0,49.71,200,https://nrlc.ai/en-us/services/ranking-optimization-ai/chicago/,No,,"Local SEO Services in Chicago | NRLC.ai","Local SEO for Chicago businesses. Technical audits, Google Business Profile optimization, and measurable leads. Call or email to start.",https://nrlc.ai/en-us/services/ranking-optimization-ai/chicago/,No,Yes,Yes,Yes,Yes,No,Yes,"Organization, WebSite, BreadcrumbList, Service, LocalBusiness, FAQPage",100,
