URL,"Issue Type","Root Cause",Action,Priority
https://nrlc.ai/en-us/services/mobile-seo-ai/kumagaya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/site-audits/san-diego/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/mobile-seo-ai/oldham/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ai-citation-optimization/albuquerque/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ranking-optimization-ai/gwangju/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/winnipeg/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/b2b-seo-ai/liverpool/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/es-es/services/technical-audit-ai/quebec-city/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/generative-seo/victoria/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-citation-optimization/sheffield/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/analytics/west-bromwich/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ecommerce-ai-seo/philadelphia/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-overviews-optimization/winnipeg/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/explainability-optimization-ai/kawagoe/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/structured-data-ai/sheffield/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/perplexity-optimization/winnipeg/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/conversational-seo-ai/changwon/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ai-search-optimization/ulsan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/voice-search-optimization/baltimore/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/chatgpt-optimization/long-beach/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/accuracy-optimization-ai/oklahoma-city/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/schema-markup-ai/nashville/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/services/claude-optimization/hasuda/,missing_locale,"URL missing locale prefix - should redirect to /en-us/ version",redirect_301_locale,high
https://nrlc.ai/en-us/services/international-seo/kawaguchi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/international-seo/denver/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/crawl-clarity/southampton/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/json-ld-strategy/kyoto/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-search-optimization/yongin/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/retrieval-optimization-ai/norwich/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/llm-optimization/charlotte/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/competitor-analysis-ai/southampton/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ecommerce-ai-seo/gimhae/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/transparency-optimization-ai/cardiff/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/training/ansan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/accuracy-optimization-ai/montreal/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/crawl-clarity/washington/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/personalization-ai/edinburgh/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-seeding/whitehorse/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/recommendation-ai/yellowknife/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/semantic-seo-ai/kawasaki/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/crawl-clarity/kurashiki/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversational-seo-ai/toyonaka/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-gb/services/multimodal-seo-ai/minneapolis/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/structured-data-ai/kitamoto/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/ai-citation-optimization/leeds/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/voice-search-optimization/long-beach/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ai-overviews-optimization/sayama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/explainability-optimization-ai/fukushima/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/site-audits/tucson/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/training/toronto/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversion-optimization-ai/los-angeles/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversational-seo-ai/kawagoe/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/bard-optimization/austin/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-seeding/sudbury/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/b2b-seo-ai/fujimi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/metadata-optimization-ai/las-vegas/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/perplexity-optimization/abbotsford/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/personalization-ai/jacksonville/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/intent-optimization-ai/victoria/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/copilot-optimization/columbus/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/knowledge-graph-ai/houston/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/b2b-seo-ai/arlington/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/freshness-optimization-ai/las-vegas/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/completeness-optimization-ai/toyonaka/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/structured-data-ai/hiroshima/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/chatgpt-optimization/southend-on-sea/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/crawl-clarity/hiroshima/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ranking-optimization-ai/coventry/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/json-ld-strategy/saitama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/transparency-optimization-ai/sapporo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-seeding/sendai/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/intent-optimization-ai/kawaguchi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-search-optimization/nishinomiya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/claude-optimization/vancouver/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/b2b-seo-ai/san-diego/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-optimization/peterborough/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/entity-optimization-ai/kitchener/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/local-seo-ai/austin/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/training/kumagaya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/contextual-seo-ai/fukaya/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/link-building-ai/blackpool/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/recommendation-ai/incheon/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/metadata-optimization-ai/hull/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/analytics/okayama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/multimodal-seo-ai/busan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/analytics/kitakyushu/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/voice-search-optimization/daejeon/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/b2b-seo-ai/middlesbrough/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/link-building-ai/regina/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/personalization-ai/toronto/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/llm-seeding/iqaluit/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/chatgpt-optimization/nagoya/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/technical-audit-ai/oshawa/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/crawl-clarity/fukushima/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-seeding/el-paso/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/topic-modeling-ai/iqaluit/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/voice-search-optimization/peterborough/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/es-es/services/local-seo-ai/san-diego/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-seeding/sapporo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/json-ld-strategy/dallas/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-overviews-optimization/saitama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/technical-seo/nishinomiya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/bard-optimization/houston/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/b2b-seo-ai/belfast/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/conversational-seo-ai/asaka/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/crawl-clarity/derby/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/authority-optimization-ai/kansas-city/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/json-ld-strategy/birmingham/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/de-de/services/chatgpt-optimization/sapporo/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/site-audits/edmonton/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/freshness-optimization-ai/seoul/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/link-building-ai/gimhae/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/semantic-seo-ai/sejong/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversational-seo-ai/hwasong/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/metadata-optimization-ai/daejeon/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/featured-snippets-ai/okayama/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/ai-search-optimization/seongnam/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/retrieval-optimization-ai/incheon/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/technical-audit-ai/funabashi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/guelph/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/transparency-optimization-ai/hiroshima/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/technical-audit-ai/regina/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/relevance-optimization-ai/kumagaya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversion-optimization-ai/houston/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/recommendation-ai/souka/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/featured-snippets-ai/fukuoka/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/conversion-optimization-ai/anyang/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/conversational-seo-ai/stoke-on-trent/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/analytics/london/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/crawl-clarity/kawagoe/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/llm-optimization/kawasaki/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/ai-citation-optimization/saskatoon/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/relevance-optimization-ai/kobe/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/entity-recognition-ai/fukaya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/content-optimization-ai/nishinomiya/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/topic-modeling-ai/victoria/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/analytics/namyangju/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/mobile-seo-ai/kyoto/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/retrieval-optimization-ai/kurashiki/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/recommendation-ai/seattle/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/ko-kr/services/transparency-optimization-ai/maebashi/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/ai-overviews-optimization/hull/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/claude-optimization/phoenix/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/claude-optimization/raleigh/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/agentic-seo/austin/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/ai-search-optimization/fort-worth/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/international-seo/cambridge/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
http://nrlc.ai/en-gb/services/link-building-ai/ulsan/,http_instead_https,"HTTP URLs should redirect to HTTPS",redirect_301_https,high
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/calgary/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/json-ld-strategy/sapporo/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/site-audits/kazo/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/claude-optimization/minneapolis/,other,"Unknown - needs manual investigation",investigate,low
http://nrlc.ai/de-de/services/link-building-ai/ageo/,http_instead_https,"HTTP URLs should redirect to HTTPS",redirect_301_https,high
https://nrlc.ai/en-gb/services/crawl-clarity/louisville/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/topic-modeling-ai/northampton/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/structured-data-ai/los-angeles/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/accuracy-optimization-ai/blackpool/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
http://nrlc.ai/es-es/services/link-building-ai/sendai/,http_instead_https,"HTTP URLs should redirect to HTTPS",redirect_301_https,high
https://nrlc.ai/en-us/services/json-ld-strategy/anyang/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/training/fukaya/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
http://nrlc.ai/en-us/services/topic-modeling-ai/leicester/,http_instead_https,"HTTP URLs should redirect to HTTPS",redirect_301_https,high
https://nrlc.ai/fr-fr/services/freshness-optimization-ai/saguenay/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/site-audits/montreal/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/json-ld-strategy/fukuoka/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/link-building-ai/nottingham/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/crawl-clarity/southend-on-sea/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/de-de/services/site-audits/atlanta/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/training/manchester/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/json-ld-strategy/goyang/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/ai-citation-optimization/stockport/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/ai-overviews-optimization/anyang/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/authority-optimization-ai/kawaguchi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/competitor-analysis-ai/utsunomiya/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/accuracy-optimization-ai/utsunomiya/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/fr-fr/services/bard-optimization/sudbury/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/topic-modeling-ai/maebashi/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/conversational-seo-ai/cambridge/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/contextual-seo-ai/stoke-on-trent/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/es-es/services/retrieval-optimization-ai/southend-on-sea/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/authority-optimization-ai/quebec-city/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/freshness-optimization-ai/portland/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/accuracy-optimization-ai/philadelphia/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/es-es/services/generative-seo/kawaguchi/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/accuracy-optimization-ai/los-angeles/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/b2b-seo-ai/toronto/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/freshness-optimization-ai/honjo/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/es-es/services/trust-optimization-ai/warabi/,non_canonical_locale,"Non-canonical locale (es-es) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/conversion-optimization-ai/suwon/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/multimodal-seo-ai/stoke-on-trent/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-gb/services/bard-optimization/cheonan/,non_canonical_locale,"Non-canonical locale (en-gb) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/multimodal-seo-ai/bristol/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/copilot-optimization/arlington/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/voice-search-optimization/el-paso/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/fr-fr/services/mobile-seo-ai/namyangju/,non_canonical_locale,"Non-canonical locale (fr-fr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/ko-kr/services/agentic-seo/morioka/,non_canonical_locale,"Non-canonical locale (ko-kr) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/retrieval-optimization-ai/nara/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/llm-optimization/boston/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/multimodal-seo-ai/kawaguchi/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/en-us/services/international-seo/busan/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/mobile-seo-ai/gimhae/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/knowledge-graph-ai/jacksonville/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/de-de/services/b2b-seo-ai/denver/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/site-audits/hamilton/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/de-de/services/accuracy-optimization-ai/saguenay/,non_canonical_locale,"Non-canonical locale (de-de) for LOCAL page - should be en-us",redirect_301_canonical,high
https://nrlc.ai/en-us/services/retrieval-optimization-ai/atlanta/,other,"Unknown - needs manual investigation",investigate,low
https://nrlc.ai/services/retrieval-optimization-ai/atlanta/,missing_locale,"URL missing locale prefix - should redirect to /en-us/ version",redirect_301_locale,high
https://nrlc.ai/en-us/services/llm-content-strategy/hull/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
https://nrlc.ai/en-us/services/site-audits/leicester/,non_canonical_locale,"Non-canonical locale (en-us) for LOCAL page - should be en-gb",redirect_301_canonical,high
